iter	Logloss
361	0.5339104429
362	0.5335743668
363	0.5334000527
364	0.5331779811
365	0.5329347006
366	0.5327129302
367	0.5324870813
368	0.5321839598
369	0.5320281256
370	0.5318621197
371	0.5316365802
372	0.5313307057
373	0.5311538524
374	0.5308559364
375	0.5305889587
376	0.5303680698
377	0.530061959
378	0.5298302982
379	0.5295515669
380	0.5293557118
381	0.5291698731
382	0.5288712859
383	0.5286689869
384	0.5284404293
385	0.5281519657
386	0.5279266542
387	0.5277123598
388	0.5274058723
389	0.5272039285
390	0.5269784198
391	0.526675757
392	0.5264998487
393	0.5262695221
394	0.5260089563
395	0.525779361
396	0.5255051362
397	0.5252438877
398	0.5250877639
399	0.5248194165
400	0.5244703434
401	0.5241880409
402	0.5238923225
403	0.5236668972
404	0.5232219464
405	0.5228974625
406	0.5226341766
407	0.5224551776
408	0.5222180818
409	0.5218946698
410	0.5215938779
411	0.5212879771
412	0.5210517001
413	0.5208474666
414	0.5206426987
415	0.5203192442
416	0.5201116846
417	0.5197930584
418	0.5193897735
419	0.5191611884
420	0.5189911064
421	0.5187971948
422	0.518525483
423	0.5183011391
424	0.5180323666
425	0.5176518638
426	0.5173906387
427	0.517165939
428	0.5169713086
429	0.5167306058
430	0.516502001
431	0.516251056
432	0.5159679531
433	0.5156862154
434	0.5154976884
435	0.5150866946
436	0.5149352595
437	0.5147243482
438	0.5145426251
439	0.5143405123
440	0.5141273116
441	0.5139101431
442	0.5136280849
443	0.513327646
444	0.5130753154
445	0.512774748
446	0.5125764055
447	0.5123085747
448	0.5120263167
449	0.5118367658
450	0.5115673531
451	0.5112962249
452	0.511079502
453	0.5108612382
454	0.5105956909
455	0.5103885579
456	0.5101926923
457	0.5099764027
458	0.5096960329
459	0.5094724972
460	0.509244601
461	0.509016176
462	0.5089149531
463	0.5086233513
464	0.5083595687
465	0.5082449215
466	0.5080686304
467	0.5078606675
468	0.5075454396
469	0.5071493346
470	0.507043317
471	0.5066828704
472	0.5064020799
473	0.5061169066
474	0.5058445165
475	0.5056766746
476	0.5054841392
477	0.5052409261
478	0.5050036935
479	0.5048387258
480	0.5046259438
481	0.5043153672
482	0.5041452673
483	0.50395054
484	0.5037602228
485	0.5034938453
486	0.5032780204
487	0.5029254081
488	0.5025707327
489	0.5024342713
490	0.502147749
491	0.501866467
492	0.5016969329
493	0.5014688134
494	0.5012735794
495	0.5009734398
496	0.5006437299
497	0.5005046764
498	0.5002390794
499	0.4999718114
500	0.4997598623
501	0.4995716144
502	0.4993300424
503	0.4990765556
504	0.4989386129
505	0.4987011184
506	0.4985551565
507	0.4983408584
508	0.4979058597
509	0.497752344
510	0.497393885
511	0.4972239855
512	0.4970420809
513	0.4968604316
514	0.4966768423
515	0.4964322173
516	0.4962268385
517	0.496084473
518	0.4957763651
519	0.4955029228
520	0.4952643109
521	0.4950325345
522	0.4948109133
523	0.4945391564
524	0.4943775856
525	0.4941085826
526	0.4939255983
527	0.4937863272
528	0.4936086857
529	0.4932790531
530	0.49308097
531	0.4929236553
532	0.4927867269
533	0.4924728182
534	0.4921698024
535	0.4918991728
536	0.491754004
537	0.4914998331
538	0.4912393636
539	0.4909949624
540	0.4908562137
541	0.4905429474
542	0.4903782563
543	0.490249236
544	0.4900247935
545	0.4898713666
546	0.4895937484
547	0.4894212136
548	0.4891178295
549	0.4887920758
550	0.4886087823
551	0.4883393453
552	0.4881225791
553	0.4879127849
554	0.4876053219
555	0.4874084887
556	0.4872237626
557	0.4870299238
558	0.486773791
559	0.4866088315
560	0.4863832122
561	0.4860286441
562	0.4858465145
563	0.4856717841
564	0.4854607447
565	0.4851873301
566	0.4849847947
567	0.4847222167
568	0.4844329252
569	0.4842801214
570	0.4840311215
571	0.4837464022
572	0.4835923488
573	0.483438994
574	0.4832495561
575	0.4830107411
576	0.4828629265
577	0.4826593153
578	0.4824938606
579	0.4823614077
580	0.4821600111
581	0.4818224763
582	0.4816993365
583	0.4815664044
584	0.4813365895
585	0.481167308
586	0.4809480144
587	0.4807658438
588	0.4806535715
589	0.4804893585
590	0.4803387269
591	0.480207636
592	0.4800259275
593	0.4796950841
594	0.4794151241
595	0.4791732035
596	0.4790049574
597	0.4788263435
598	0.4786737685
599	0.4785569766
600	0.4784035839
601	0.4782395463
602	0.4780347364
603	0.4777328588
604	0.4775951281
605	0.4773632244
606	0.4772057349
607	0.4769257809
608	0.4767270977
609	0.4765427046
610	0.4762736289
611	0.4761091171
612	0.4758694923
613	0.4756216534
614	0.4754815639
615	0.4751688413
616	0.4749474763
617	0.4746660238
618	0.4745354207
619	0.4743390195
620	0.4741850462
621	0.4739984807
622	0.4736058529
623	0.4734448953
624	0.4732874247
625	0.473198974
626	0.4731107559
627	0.4728911216
628	0.4727805252
629	0.4725470414
630	0.4724370209
631	0.4723211647
632	0.4720802653
633	0.4719716923
634	0.4718446031
635	0.4716703977
636	0.4715877898
637	0.471434804
638	0.4713244759
639	0.4712175396
640	0.4709894423
641	0.4707440089
642	0.4705195375
643	0.4703125158
644	0.4700686748
645	0.4698441598
646	0.4696461982
647	0.4694493189
648	0.4692703359
649	0.4690777409
650	0.4689900962
651	0.4688235866
652	0.4685754751
653	0.4684392015
654	0.4682804699
655	0.4680561373
656	0.4678317375
657	0.4675424806
658	0.4674170281
659	0.4672272978
660	0.4670424466
661	0.4668135395
662	0.4666554575
663	0.4664748049
664	0.466279606
665	0.4661249676
666	0.4659742689
667	0.465713144
668	0.4654838232
669	0.4652255197
670	0.4650142805
671	0.4647878647
672	0.4646724391
673	0.4644862148
674	0.4643117323
675	0.4640100798
676	0.4638654548
677	0.4635715277
678	0.4633844673
679	0.4632253582
680	0.4631023211
681	0.4629645914
682	0.4628330231
683	0.4627120182
684	0.4625654482
685	0.4624264528
686	0.4623028605
687	0.4620942748
688	0.4619900796
689	0.4617114259
690	0.4615268065
691	0.4614332031
692	0.4612727497
693	0.4610335133
694	0.4608362795
695	0.4606722999
696	0.460575219
697	0.4603042043
698	0.4600956341
699	0.4599891223
700	0.4598284686
701	0.4595781417
702	0.4593112979
703	0.4591803921
704	0.4589660588
705	0.4586025429
706	0.458476089
707	0.4583351157
708	0.4582125031
709	0.4580071347
710	0.4578776508
711	0.4576619296
712	0.4574729938
713	0.4573768677
714	0.4572987044
715	0.4571991045
716	0.4570160441
717	0.4568271235
718	0.4566523712
719	0.4565378639
720	0.4563091659
721	0.4561426881
722	0.4559846551
723	0.455713611
724	0.4556093472
725	0.4554738657
726	0.4552909978
727	0.4551666825
728	0.4549285135
729	0.4547529308
730	0.4545535722
731	0.4544649183
732	0.4543525478
733	0.4542003967
734	0.4540901452
735	0.4538727844
736	0.453733276
737	0.4534559778
738	0.4533235874
739	0.4531025544
740	0.4529129888
741	0.4528267976
742	0.452591614
743	0.4523820877
744	0.4522105226
745	0.4520812537
746	0.4518525245
747	0.451731397
748	0.4515924053
749	0.4514408592
750	0.4512331821
751	0.4511316016
752	0.4510246455
753	0.4508902534
754	0.4507264953
755	0.4505316968
756	0.4503551472
757	0.4500812234
758	0.4499265067
759	0.4497806428
760	0.4494894178
761	0.4492691721
762	0.4491441596
763	0.4489413531
764	0.4487480663
765	0.4485437655
766	0.4482738643
767	0.4480723205
768	0.4478389619
769	0.4476333086
770	0.4474583754
771	0.4473370527
772	0.4471202037
773	0.4469314386
774	0.4467491418
775	0.4466788825
776	0.4465976839
777	0.4463871342
778	0.4462599854
779	0.4461414936
780	0.4458923859
781	0.4456754342
782	0.4454950179
783	0.4453923231
784	0.4451949874
785	0.4450757131
786	0.4448213006
787	0.444638076
788	0.4444627125
789	0.4442882146
790	0.4441289363
791	0.4439329969
792	0.4437291208
793	0.4435846692
794	0.4434830375
795	0.4433685666
796	0.44313501
797	0.4429957134
798	0.4428175109
799	0.4426798799
800	0.4425361963
801	0.4424288365
802	0.4422496039
803	0.4420102805
804	0.4418885516
805	0.4417768452
806	0.4416395375
807	0.4415639856
808	0.4413514236
809	0.4411690871
810	0.4410120062
811	0.4408780833
812	0.4407688771
813	0.440580212
814	0.4402666875
815	0.4400522392
816	0.4399334845
817	0.4397733518
818	0.4396654914
819	0.4395597031
820	0.4393089313
821	0.4391919767
822	0.4389874314
823	0.4387509004
824	0.4385652882
825	0.4383329198
826	0.43815213
827	0.4379955668
828	0.4379205605
829	0.4378612823
830	0.4376631591
831	0.4375732858
832	0.437373872
833	0.4372212173
834	0.4370333684
835	0.4368506583
836	0.43673044
837	0.4366432792
838	0.4365095044
839	0.4364009657
840	0.4362074326
841	0.4360812683
842	0.4359952066
843	0.4357989434
844	0.4356252179
845	0.4355319641
846	0.4354018841
847	0.435205218
848	0.4349810407
849	0.4347597297
850	0.4346327764
851	0.4345323389
852	0.4343415287
853	0.4342239489
854	0.434161773
855	0.4339123564
856	0.4337963975
857	0.4337070582
858	0.4334897626
859	0.4334054186
860	0.4332965513
861	0.4331542446
862	0.4329959941
863	0.4327917263
864	0.4326893848
865	0.4325735453
866	0.4323317941
867	0.4321342373
868	0.4319271232
869	0.4317376022
870	0.4316450259
871	0.431533596
872	0.4313222816
873	0.431181112
874	0.4309702142
875	0.4308982675
876	0.4307798859
877	0.4306904539
878	0.4304634616
879	0.4302194402
880	0.4300910842
881	0.4299202657
882	0.4297356856
883	0.4296632293
884	0.4295214691
885	0.4292709911
886	0.4291573224
887	0.4290508362
888	0.4289165371
889	0.4288058649
890	0.4286624205
891	0.4285336666
892	0.4283594858
893	0.4281776248
894	0.4280706717
895	0.4279201947
896	0.4277588773
897	0.4275371357
898	0.4274065518
899	0.427254083
900	0.4270505282
901	0.4269552356
902	0.4268806009
903	0.4268018532
904	0.4266852964
905	0.4265598682
906	0.4263642353
907	0.4262069286
908	0.4260981565
909	0.4259573714
910	0.4258636035
911	0.4256834588
912	0.4255229855
913	0.4253670704
914	0.4250484451
915	0.4248925487
916	0.4247811514
917	0.4246379578
918	0.4244713727
919	0.4242993106
920	0.4241704675
921	0.4239995835
922	0.4238286668
923	0.4236375633
924	0.4235067726
925	0.4234228187
926	0.4232921825
927	0.4231080647
928	0.4229555472
929	0.4227732284
930	0.4225851143
931	0.4223810718
932	0.4222308648
933	0.4220089193
934	0.4218487976
935	0.4217342785
936	0.4215877428
937	0.4214518639
938	0.4213025888
939	0.4211290393
940	0.4210127877
941	0.4208436748
942	0.4207094123
943	0.4205283404
944	0.4203890579
945	0.4202933973
946	0.4201933464
947	0.4200779303
948	0.4199160383
949	0.4197887537
950	0.4195422234
951	0.4193984441
952	0.4191866891
953	0.4191025191
954	0.4190038538
955	0.4189106978
956	0.4188206116
957	0.4187104221
958	0.4185721411
959	0.4184792389
960	0.4182801775
961	0.4181679357
962	0.4179843417
963	0.4178279057
964	0.4177004744
965	0.4175776615
966	0.4174719384
967	0.4173250012
968	0.4171905156
969	0.4170210114
970	0.4168716956
971	0.4167785707
972	0.4165792125
973	0.416377963
974	0.4163136989
975	0.4161989165
976	0.416018182
977	0.415738267
978	0.4156151427
979	0.4155728989
980	0.4154176082
981	0.4153020489
982	0.4152159456
983	0.415068275
984	0.4149640936
985	0.4148261536
986	0.4147029125
987	0.414556672
988	0.4144791687
989	0.4142654231
990	0.4141379734
991	0.4140824248
992	0.4139174968
993	0.4138554994
994	0.4137244846
995	0.4135769022
996	0.4134288021
997	0.4133234096
998	0.4131551937
999	0.4130458232
